Id,CreateDate,AnonymousId,TestId,UserAgent,,,ScreenPixelsWidth,ScreenPixelsHeight,BrowserName,BrowserType,BrowserMajorVersion,BrowserMinorVersion,,CintId,,PageWidth,PageHeight,Os,Browser,WelcomePageVisitTime,FiltersPassTime,ExtensionSetupTime,MultimediaPermitTime,CameraSetupTime,MicrophoneSetupTime,ScreenOutByModerator,ScreenOutByRuleId,UserNumber,ClientTimeZoneMins,AppVersion,DeviceId,Vendor,Model,Firmware,DeviceType,ClientTime,FaceCam,MobileDataSaved
50F88D20-1596-4569-9EFC-8804AAB4A81B,2021-08-10T07:33:58.703Z,eda02d92-4c6f-42b2-892a-ebc99ed4cae0,8B98D4C9-05F6-40EF-8F57-B471FC85683C,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,,,1920,1040,Firefox,browser,90,0,,null,,null,null,Windows10,Firefox,null,null,null,null,null,null,null,null,null,180,null,null,Unknown,Unknown,null,PC,null,false,false
4EFC9705-2E4F-43DA-ADF0-4281E8D97C24,2021-08-10T07:33:45.700Z,d821a8ff-510c-40f4-8f67-108e9bf06285,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",,,1920,1040,Chrome,browser,91,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,null,180,null,null,Unknown,Unknown,null,PC,null,false,false
5327A8EF-EAB3-41C4-AFAF-2EB6033BFE69,2021-08-10T07:33:36.883Z,ec041760-f5a6-46a9-977f-033816660805,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.135 YaBrowser/21.6.2.855 Yowser/2.5 Safari/537.36",,,1920,1040,Yandex Browser,browser,91,0,,null,,null,null,Windows10,YandexBrowser,null,null,null,null,null,null,null,null,264,180,null,null,Unknown,Unknown,null,PC,null,false,false
4BDA3D6A-FDD8-4B2C-A046-DB1883EEC80E,2021-08-10T07:33:16.247Z,3df8300f-6bb1-4a88-8f63-f57f2e3a86d0,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36 OPR/77.0.4054.277",,,2195,1195,Opera,browser,91,0,,null,,null,null,Windows10,Opera,null,null,null,null,null,null,null,null,263,180,null,null,Unknown,Unknown,null,PC,null,false,false
43F971EE-9CD1-4508-B4FA-53504AE631A1,2021-08-10T07:32:50.933Z,afcaf510-0177-4d92-9c23-4164cbd1ce54,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1344,802,Chrome,browser,92,0,,null,,null,null,Windows7,Chrome,null,null,null,null,null,null,null,null,262,180,null,null,Unknown,Unknown,null,PC,null,false,false
8E4729FE-000E-48D3-8938-60F40080F3C6,2021-08-10T07:32:22.170Z,1089f16b-d84c-4eaf-bc0b-13fc79c0394c,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",,,414,896,Mobile Safari,browser,14,1,,null,,null,null,IOS14,SafariMobile,null,null,null,null,null,null,null,null,261,180,null,null,Apple,IPhone,null,PC,null,false,false
91A157DC-5CBF-48D4-BD9A-A945B83FDDE0,2021-08-10T07:32:16.537Z,118492a5-7688-4dac-a22e-f936f4f5a525,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 YaBrowser/21.6.4.583 Yowser/2.5 Safari/537.36",,,1366,728,Yandex Browser,browser,91,0,,null,,null,null,Windows7,YandexBrowser,null,null,null,null,null,null,null,null,null,180,null,null,Unknown,Unknown,null,PC,null,false,false
AD9453E8-B248-42A2-B1B2-0E6B7D97E993,2021-08-10T07:32:09.583Z,b08a45bb-8d95-42bd-8561-f4597887da62,71B45226-CB20-48B6-B131-28D0B0918D1A,"Mozilla/5.0 (Linux; Android 11; SM-A115F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36",,,412,892,Chrome Webview,browser,87,0,,null,,null,null,Android11,ChromeMobile,null,null,null,null,null,null,null,null,null,360,null,null,Unknown,Linux,null,PC,null,false,false
4CA9FD6A-BB6C-434B-A9AC-C3866ACD6EC6,2021-08-10T07:31:54.150Z,ebadab9f-02f7-4c22-b86c-071920e75aec,64C4F58D-E1CA-4329-8E38-C90C65F9750F,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,,,1920,1040,Firefox,browser,90,0,,null,,null,null,Windows10,Firefox,null,null,null,null,null,null,null,null,260,180,null,null,Unknown,Unknown,null,PC,null,false,false
904DD534-D89C-4CCB-8E47-3D7E8BEAE2EF,2021-08-10T07:31:32.877Z,c80fc9d5-4a28-486a-aa0c-944eaff17091,BF24A519-7D77-4360-86D2-EA1B2BE08E07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.135 YaBrowser/21.6.3.756 Yowser/2.5 Safari/537.36",,,1366,728,Yandex Browser,browser,91,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,null,180,null,null,Unknown,Unknown,null,PC,null,false,false
679E9E27-FE5B-4452-B83A-A42579634C74,2021-08-10T07:31:32.477Z,5e662fe0-b28e-4323-a753-b1ae56d1e5ba,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1600,860,Chrome,browser,92,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,258,180,null,null,Unknown,Unknown,null,PC,null,false,false
AA788536-4F1A-4AF2-A678-F58AE5618D26,2021-08-10T07:31:28.843Z,c818bbcd-d6b1-4069-8bfc-f7c50727c9f5,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1366,728,Chrome,browser,92,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,259,180,null,null,Unknown,Unknown,null,PC,null,false,false
51F32023-7EF8-41EC-9A8E-CD886C434117,2021-08-10T07:31:19.487Z,005ffc93-e60f-4107-8f2c-81fc14b472da,64C4F58D-E1CA-4329-8E38-C90C65F9750F,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,1280,984,Internet Explorer,browser,11,0,,null,,null,null,Windows7,MSIE,null,null,null,null,null,null,null,null,null,300,null,null,Unknown,Unknown,null,PC,null,false,false
1D4B25A6-8400-4C1F-B6D1-5138CFFF6F97,2021-08-10T07:30:54.590Z,0ad7647d-d1b7-434e-9349-654f1679aa56,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 YaBrowser/21.6.4.694 Yowser/2.5 Safari/537.36",,,1920,1040,Yandex Browser,browser,91,0,,null,,null,null,Windows7,YandexBrowser,null,null,null,null,null,null,null,null,257,180,null,null,Unknown,Unknown,null,PC,null,false,false
371665E6-ADF7-40BC-BCDB-077DD5A41BBC,2021-08-10T07:30:34.907Z,7e7e9342-aa81-4976-9156-222ae87b89dd,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1280,682,Chrome,browser,92,0,,null,,null,null,Windows7,Chrome,null,null,null,null,null,null,null,null,null,240,null,null,Unknown,Unknown,null,PC,null,false,false
6F366291-6D10-423E-AAC5-4580100203AE,2021-08-10T07:30:29.370Z,ed210302-67f3-4a0a-ac84-1677f6e00b47,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",,,1920,1040,Chrome,browser,92,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,254,180,null,null,Unknown,Unknown,null,PC,null,false,false
5CB7EF43-A677-4FD8-8172-066B241316AD,2021-08-10T07:30:28.420Z,0895244c-ae28-4525-801a-fa222dd2f6d2,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1366,728,Chrome,browser,92,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,256,180,null,null,Unknown,Unknown,null,PC,null,false,false
2358D90E-1811-44CC-B005-28CC4317C42C,2021-08-10T07:30:23.080Z,2ea5df79-4f21-4939-8285-bbffe0cee20b,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1920,1040,Chrome,browser,92,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,255,180,null,null,Unknown,Unknown,null,PC,null,false,false
6CDFF729-B7AB-448B-B4E6-86668DC73A4E,2021-08-10T07:30:20.527Z,eabb1b1d-246b-4c7d-ba11-4531d5b44b90,94FABDDF-1279-4A26-AE88-E2B4D55DF7D2,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.2 Chrome/87.0.4280.141 Mobile Safari/537.36",,,412,915,Samsung Browser,browser,87,0,,null,,null,null,Android11,Other,null,null,null,null,null,null,null,null,null,300,null,null,Unknown,Linux,null,PC,null,false,false
C01EFD4C-5678-4995-BEAE-AB5AAB25869F,2021-08-10T07:30:19.033Z,7a6893d4-2407-4991-800e-6106e66970ed,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1366,736,Chrome,browser,92,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,253,180,null,null,Unknown,Unknown,null,PC,null,false,false
362F8BA9-268A-4CE1-B87F-96C018CD56AC,2021-08-10T07:29:59.060Z,c9242d08-8791-45d6-9f27-acfce7360c5b,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.135 YaBrowser/21.6.3.757 Yowser/2.5 Safari/537.36",,,1920,1040,Yandex Browser,browser,91,0,,null,,null,null,Windows10,YandexBrowser,null,null,null,null,null,null,null,null,251,180,null,null,Unknown,Unknown,null,PC,null,false,false
3EAB726C-7117-43F0-B5F8-371E547AE159,2021-08-10T07:29:57.710Z,4197eedc-a725-4268-8750-601e68c20334,405E4E79-0491-4C9D-8189-DA796D5A015C,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1",,,375,667,Chrome Mobile iOS,browser,0,0,,null,,null,null,IOS14,ChromeMobile,null,null,null,null,null,null,null,null,null,180,null,null,Apple,IPhone,null,PC,null,false,false
4D90083D-2A09-4FD0-9E99-F91E8BB9C456,2021-08-10T07:29:11.073Z,2fefac6d-7437-4f23-8e17-10748fb49a94,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",,,1920,1040,Chrome,browser,91,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,250,180,null,null,Unknown,Unknown,null,PC,null,false,false
27C9466E-5951-44C6-8921-57BFD96D5F8A,2021-08-10T07:28:45.237Z,99ec867e-7cfd-4afb-9b1c-ba4418e27986,64C4F58D-E1CA-4329-8E38-C90C65F9750F,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,,,1920,1018,Firefox,browser,90,0,,null,,null,null,Windows7,Firefox,null,null,null,null,null,null,null,null,252,180,null,null,Unknown,Unknown,null,PC,null,false,false
D85723BF-0EC7-45E6-A23E-A6C41751BF23,2021-08-10T07:28:23.360Z,28783180-8f8f-478e-9a0a-323ff302e5cb,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1536,824,Chrome,browser,92,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,249,180,null,null,Unknown,Unknown,null,PC,null,false,false
8042A565-65EF-4243-B7BB-E87201D76384,2021-08-10T07:28:20.583Z,5b737dc6-4758-4e63-b9fe-4659f38be316,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1920,1040,Chrome,browser,92,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,247,120,null,null,Unknown,Unknown,null,PC,null,false,false
0957A276-2332-4080-ACE8-3DEDAB09930A,2021-08-10T07:28:18.000Z,8d0cc1eb-dc62-458d-a55c-79a698de67cf,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1920,1040,Chrome,browser,92,0,,null,,null,null,Windows8_1,Chrome,null,null,null,null,null,null,null,null,248,180,null,null,Unknown,Unknown,null,PC,null,false,false
1723A0C7-C40E-4779-95A4-1081515495E4,2021-08-10T07:28:04.163Z,cb866250-83f3-4b88-8927-1ea602537417,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",,,1920,1040,Chrome,browser,86,0,,null,,null,null,Windows8,Chrome,null,null,null,null,null,null,null,null,246,180,null,null,Unknown,Unknown,null,PC,null,false,false
EAFBDDF7-84CD-4EE3-BF8B-DB40AA56774E,2021-08-10T07:27:44.700Z,c29ff66e-38bc-409d-8e71-493c28b19d59,0E0995E1-A43F-4809-AAC7-56351D0679D9,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,375,667,Mobile Safari,browser,0,0,,null,,null,null,IOS14,SafariMobile,null,null,null,null,null,null,null,null,null,300,null,null,Unknown,iPhone,null,PC,null,false,false
B51D5DB3-E865-4B2E-9A8D-16B02D74B855,2021-08-10T07:27:36.027Z,c577311f-7c62-42f1-a02e-1835a594c9c7,8B98D4C9-05F6-40EF-8F57-B471FC85683C,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",,,414,896,Mobile Safari,browser,14,1,,null,,null,null,IOS14,SafariMobile,null,null,null,null,null,null,null,null,null,420,null,null,Apple,IPhone,null,PC,null,false,false
21B51CB5-69A6-4BAF-8B72-57835EFA595F,2021-08-10T07:27:27.900Z,f187cdf5-c9b5-4722-95d6-f44d4109e31f,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1920,1040,Chrome,browser,92,0,,null,,null,null,Windows8_1,Chrome,null,null,null,null,null,null,null,null,null,180,null,null,Unknown,Unknown,null,PC,null,false,false
732623F8-A6BD-4EB0-BA4B-B395DA8F81FF,2021-08-10T07:27:24.220Z,74a0def5-97bd-4561-89a6-48fed5b58564,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1920,1040,Chrome,browser,92,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,245,180,null,null,Unknown,Unknown,null,PC,null,false,false
78807AEC-997A-4054-A107-C8C36907300B,2021-08-10T07:26:51.330Z,bceb80e0-fb83-4ecb-8d56-d4e5f2e454b4,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1920,1040,Chrome,browser,92,0,,null,,null,null,Windows10,Chrome,null,null,null,null,null,null,null,null,null,180,null,null,Unknown,Unknown,null,PC,null,false,false
A71F5441-C445-428B-B41C-F5E2C44F60D4,2021-08-10T07:26:49.160Z,c6b4f050-cdc3-4173-a7a8-e8be73ebd336,64C4F58D-E1CA-4329-8E38-C90C65F9750F,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,,,1920,1040,Firefox,browser,90,0,,null,,null,null,Windows10,Firefox,null,null,null,null,null,null,null,null,244,180,null,null,Unknown,Unknown,null,PC,null,false,false
799A3FB1-2AB1-4EAD-9A2B-A768ECD7D665,2021-08-10T07:26:43.303Z,9e102bfd-bdab-4755-93f5-4886152d8bf2,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Linux; Android 11; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36",,,412,915,Chrome Mobile,browser,92,0,,null,,null,null,Android11,ChromeMobile,null,null,null,null,null,null,null,null,243,180,null,null,Unknown,Linux,null,PC,null,false,false
98B1C91E-9A38-454E-80EF-FB58F4DE046F,2021-08-10T07:26:27.310Z,bbf1113e-9b12-4660-b3f0-8943d6aa8685,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",,,1920,1040,Chrome,browser,92,0,,null,,null,null,Windows8_1,Chrome,null,null,null,null,null,null,null,null,240,180,null,null,Unknown,Unknown,null,PC,null,false,false
4514EAE7-7938-41D4-A0D5-252EE94D4A27,2021-08-10T07:26:26.520Z,72c80bf2-9bbe-46a0-bd2c-2d72ddb82992,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.135 YaBrowser/21.6.3.757 Yowser/2.5 Safari/537.36",,,1920,1040,Yandex Browser,browser,91,0,,null,,null,null,Windows10,YandexBrowser,null,null,null,null,null,null,null,null,241,180,null,null,Unknown,Unknown,null,PC,null,false,false
52D0AE45-27C9-4ED5-A2A3-6C4103EC3167,2021-08-10T07:26:19.617Z,427af4b7-48e3-45d0-953e-1f898f232446,64C4F58D-E1CA-4329-8E38-C90C65F9750F,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",,,428,926,Mobile Safari,browser,14,1,,null,,null,null,IOS14,SafariMobile,null,null,null,null,null,null,null,null,239,180,null,null,Apple,IPhone,null,PC,null,false,false
